,userID,index,visitByTheHour,weekOfYear,weekOfYear,dayOfWeek,cluster
217,98,217,19,51,51,3,2
218,87,218,3,48,48,5,2
219,107,219,19,41,41,2,2
220,48,220,13,40,40,1,2
221,66,221,13,45,45,3,2
222,27,222,1,50,50,4,2
223,64,223,21,52,52,6,2
224,186,224,12,51,51,0,2
225,130,225,21,40,40,4,2
226,53,226,21,44,44,1,2
227,155,227,13,43,43,1,2
228,110,228,20,40,40,1,2
229,5,229,2,48,48,2,2
230,57,230,23,45,45,6,2
231,4,231,6,50,50,6,2
232,101,232,10,46,46,0,2
233,37,233,23,41,41,5,2
234,9,234,3,42,42,1,2
235,184,235,9,40,40,4,2
236,41,236,13,48,48,0,2
237,114,237,16,43,43,0,2
238,180,238,12,44,44,6,2
239,129,239,19,40,40,6,2
240,173,240,17,41,41,6,2
241,109,241,8,40,40,2,2
242,139,242,16,43,43,6,2
243,56,243,13,50,50,6,2
244,161,244,19,42,42,3,2
245,177,245,14,43,43,6,2
246,132,246,22,44,44,4,2
247,115,247,5,52,52,2,2
248,57,248,18,41,41,4,2
249,134,249,6,52,52,0,2
250,166,250,15,48,48,4,2
251,7,251,19,43,43,0,2
252,101,252,3,40,40,5,2
253,172,253,19,42,42,3,2
254,147,254,8,39,39,4,2
255,82,255,10,52,52,3,2
256,168,256,23,49,49,5,2
257,161,257,19,49,49,2,2
258,109,258,11,40,40,1,2
259,15,259,3,44,44,3,2
260,188,260,2,46,46,5,2
261,76,261,1,41,41,1,2
262,32,262,14,40,40,1,2
263,54,263,15,47,47,4,2
264,12,264,18,40,40,4,2
265,78,265,2,45,45,1,2
266,18,266,17,50,50,2,2
267,19,267,22,47,47,6,2
268,79,268,1,51,51,0,2
269,76,269,21,48,48,3,2
270,190,270,13,51,51,4,2
271,40,271,2,45,45,2,2
272,106,272,12,49,49,5,2
273,144,273,4,39,39,5,2
274,64,274,2,50,50,2,2
275,33,275,12,42,42,6,2
276,2,276,11,47,47,5,2
277,143,277,23,46,46,4,2
278,9,278,6,42,42,5,2
279,151,279,13,52,52,3,2
280,55,280,20,41,41,5,2
281,145,281,13,49,49,0,2
282,117,282,22,40,40,3,2
283,43,283,10,49,49,5,2
284,199,284,3,40,40,5,2
285,180,285,7,51,51,0,2
286,159,286,18,49,49,5,2
287,130,287,23,41,41,2,2
288,9,288,19,50,50,6,2
289,96,289,5,40,40,6,2
290,51,290,10,39,39,4,2
291,88,291,10,41,41,4,2
292,25,292,0,51,51,0,2
293,52,293,7,44,44,5,2
294,146,294,6,45,45,0,2
295,172,295,14,44,44,1,2
296,110,296,5,50,50,4,2
297,151,297,14,47,47,4,2
298,49,298,12,43,43,6,2
299,126,299,0,0,0,4,2
300,26,300,6,41,41,3,2
301,170,301,5,39,39,5,2
302,99,302,7,40,40,6,2
303,75,303,4,44,44,4,2
304,129,304,11,45,45,0,2
305,127,305,9,45,45,0,2
306,4,306,19,49,49,6,2
307,83,307,14,51,51,4,2
308,156,308,6,51,51,0,2
309,102,309,4,47,47,2,2
310,72,310,13,42,42,4,2
311,4,311,6,52,52,3,2
312,40,312,4,43,43,4,2
313,51,313,7,45,45,0,2
314,83,314,17,52,52,3,2
315,144,315,18,40,40,6,2
316,200,316,17,50,50,5,2
317,34,317,21,43,43,3,2
318,86,318,12,52,52,1,2
319,109,319,0,40,40,2,2
320,54,320,4,43,43,2,2
321,68,321,3,44,44,0,2
322,172,322,20,51,51,6,2
323,24,323,7,45,45,1,2
324,97,324,19,45,45,6,2
325,140,325,14,49,49,1,2
326,88,326,4,47,47,3,2
327,175,327,14,41,41,6,2
328,136,328,19,47,47,0,2
329,124,329,6,44,44,0,2
330,196,330,12,42,42,2,2
331,136,331,12,45,45,6,2
332,60,332,4,43,43,6,2
333,16,333,17,47,47,3,2
334,185,334,11,52,52,6,2
335,10,335,19,52,52,1,2
336,21,336,16,50,50,4,2
337,34,337,0,43,43,5,2
338,43,338,17,41,41,3,2
339,42,339,15,52,52,2,2
340,137,340,10,43,43,0,2
341,54,341,6,51,51,6,2
342,68,342,0,50,50,4,2
343,194,343,3,50,50,2,2
344,85,344,19,45,45,4,2
345,153,345,21,44,44,1,2
346,129,346,11,50,50,3,2
347,65,347,8,44,44,1,2
348,94,348,23,47,47,4,2
349,86,349,20,45,45,3,2
350,87,350,10,41,41,6,2
351,29,351,2,46,46,6,2
352,74,352,3,41,41,2,2
353,60,353,13,42,42,2,2
354,154,354,6,51,51,1,2
355,199,355,23,51,51,2,2
356,183,356,1,49,49,0,2
357,125,357,23,45,45,6,2
358,34,358,4,41,41,0,2
359,148,359,8,48,48,3,2
360,141,360,6,45,45,2,2
361,197,361,16,47,47,5,2
362,26,362,1,41,41,3,2
363,82,363,6,46,46,2,2
364,10,364,2,46,46,2,2
365,104,365,7,51,51,3,2
366,18,366,6,50,50,1,2
367,97,367,7,42,42,6,2
368,37,368,6,43,43,4,2
369,32,369,11,47,47,1,2
370,87,370,1,46,46,1,2
371,29,371,7,51,51,6,2
372,157,372,18,42,42,2,2
373,150,373,9,40,40,0,2
374,200,374,21,40,40,3,2
375,96,375,1,42,42,2,2
376,19,376,16,48,48,0,2
377,146,377,6,41,41,2,2
378,140,378,15,45,45,0,2
379,57,379,19,49,49,5,2
380,144,380,20,51,51,2,2
381,20,381,20,45,45,3,2
382,68,382,16,47,47,6,2
383,93,383,2,46,46,4,2
384,75,384,13,39,39,3,2
385,144,385,14,45,45,0,2
386,136,386,0,42,42,6,2
387,29,387,14,46,46,0,2
388,117,388,13,40,40,0,2
389,70,389,4,46,46,4,2
390,27,390,6,41,41,2,2
391,11,391,6,40,40,4,2
392,75,392,14,48,48,4,2
393,3,393,12,48,48,3,2
394,157,394,23,46,46,0,2
395,171,395,4,44,44,1,2
396,3,396,4,44,44,3,2
397,23,397,18,45,45,3,2
398,105,398,18,45,45,6,2
399,29,399,19,52,52,3,2
400,10,400,4,41,41,0,2
401,48,401,9,48,48,2,2
402,61,402,23,43,43,4,2
403,150,403,7,52,52,3,2
404,107,404,11,40,40,2,2
405,41,405,17,43,43,3,2
406,29,406,3,49,49,3,2
407,115,407,15,50,50,2,2
408,42,408,3,49,49,6,2
409,174,409,14,50,50,5,2
410,61,410,20,41,41,6,2
411,40,411,22,39,39,3,2
412,190,412,7,44,44,6,2
413,26,413,22,42,42,6,2
414,111,414,16,51,51,2,2
415,96,415,22,42,42,1,2
416,138,416,15,49,49,5,2
417,75,417,14,40,40,1,2
418,140,418,2,41,41,1,2
419,64,419,19,49,49,1,2
420,182,420,21,47,47,1,2
421,122,421,12,44,44,2,2
422,80,422,14,52,52,6,2
423,25,423,1,41,41,4,2
424,53,424,1,48,48,0,2
425,166,425,11,49,49,4,2
426,81,426,22,47,47,5,2
427,10,427,20,52,52,3,2
428,6,428,7,39,39,4,2
429,2,429,11,50,50,6,2
430,75,430,23,48,48,6,2
431,185,431,11,51,51,6,2
432,152,432,15,46,46,6,2
433,81,433,13,49,49,2,2
434,115,434,12,52,52,6,2
435,100,435,9,50,50,3,2
436,80,436,0,49,49,0,2
437,102,437,17,41,41,6,2
438,16,438,3,49,49,4,2
439,16,439,10,43,43,6,2
440,81,440,11,51,51,2,2
441,153,441,1,48,48,0,2
442,116,442,0,47,47,4,2
443,28,443,9,42,42,6,2
444,64,444,10,45,45,1,2
445,55,445,4,42,42,2,2
446,200,446,5,47,47,2,2
447,158,447,17,40,40,2,2
448,199,448,2,49,49,1,2
449,138,449,2,47,47,6,2
450,176,450,14,51,51,2,2
451,120,451,17,46,46,4,2
452,169,452,22,41,41,0,2
453,91,453,21,49,49,1,2
454,66,454,8,47,47,5,2
455,46,455,18,45,45,2,2
456,138,456,16,43,43,5,2
457,53,457,15,46,46,1,2
458,78,458,14,39,39,5,2
459,50,459,7,45,45,5,2
460,63,460,19,50,50,3,2
461,92,461,19,52,52,2,2
462,20,462,17,41,41,0,2
463,71,463,9,51,51,4,2
464,22,464,2,50,50,2,2
465,192,465,1,51,51,2,2
466,114,466,15,52,52,2,2
467,23,467,6,39,39,5,2
468,166,468,2,51,51,1,2
469,147,469,23,40,40,1,2
470,164,470,9,45,45,4,2
471,86,471,15,43,43,4,2
472,58,472,21,47,47,0,2
473,99,473,10,40,40,6,2
474,78,474,18,46,46,1,2
475,10,475,16,51,51,5,2
476,83,476,0,39,39,4,2
477,47,477,5,50,50,0,2
478,81,478,18,47,47,4,2
479,148,479,10,42,42,4,2
480,77,480,9,43,43,6,2
481,62,481,3,46,46,5,2
482,85,482,17,47,47,6,2
483,25,483,13,50,50,0,2
484,139,484,2,45,45,5,2
485,156,485,22,42,42,3,2
486,148,486,9,48,48,1,2
487,152,487,5,44,44,2,2
488,23,488,11,41,41,4,2
489,62,489,15,49,49,4,2
490,56,490,12,50,50,5,2
491,5,491,17,48,48,2,2
492,62,492,16,45,45,0,2
493,102,493,12,41,41,5,2
494,18,494,10,50,50,3,2
495,68,495,0,50,50,3,2
496,141,496,9,41,41,5,2
497,18,497,14,46,46,0,2
498,186,498,13,39,39,5,2
499,19,499,2,40,40,1,2
500,5,500,9,39,39,3,2
501,162,501,15,46,46,4,2
502,2,502,3,43,43,0,2
503,74,503,22,39,39,5,2
504,192,504,6,51,51,4,2
505,91,505,16,52,52,3,2
506,126,506,14,49,49,3,2
507,120,507,0,40,40,0,2
508,39,508,9,48,48,3,2
509,25,509,9,46,46,5,2
510,128,510,7,42,42,2,2
511,199,511,19,51,51,2,2
512,83,512,3,50,50,2,2
513,19,513,19,41,41,2,2
514,130,514,15,41,41,5,2
515,170,515,19,43,43,1,2
516,44,516,23,41,41,6,2
517,45,517,15,40,40,4,2
518,198,518,2,39,39,5,2
519,38,519,20,41,41,5,2
520,36,520,14,42,42,0,2
521,81,521,14,44,44,3,2
522,78,522,20,45,45,0,2
523,27,523,9,49,49,1,2
524,181,524,13,46,46,3,2
525,131,525,17,50,50,0,2
526,154,526,16,48,48,4,2
527,75,527,6,47,47,5,2
528,32,528,3,49,49,2,2
529,52,529,12,43,43,1,2
530,36,530,2,48,48,2,2
531,139,531,22,46,46,6,2
532,184,532,17,45,45,6,2
533,8,533,2,46,46,5,2
534,199,534,0,48,48,0,2
535,80,535,14,41,41,1,2
536,159,536,3,47,47,5,2
537,172,537,16,52,52,3,2
538,141,538,10,48,48,1,2
539,191,539,17,49,49,4,2
540,176,540,6,47,47,2,2
541,52,541,18,44,44,6,2
542,45,542,11,42,42,4,2
543,76,543,21,45,45,6,2
544,110,544,3,49,49,2,2
545,137,545,0,52,52,1,2
546,40,546,4,51,51,4,2
547,12,547,2,51,51,5,2
548,182,548,22,48,48,1,2
549,170,549,13,52,52,0,2
550,63,550,21,52,52,2,2
551,64,551,17,50,50,6,2
552,199,552,8,40,40,2,2
553,16,553,1,52,52,0,2
554,174,554,8,49,49,0,2
555,114,555,15,51,51,5,2
556,110,556,19,42,42,6,2
557,140,557,13,49,49,5,2
558,64,558,19,48,48,2,2
559,138,559,1,45,45,3,2
560,112,560,21,40,40,6,2
561,137,561,5,49,49,5,2
562,116,562,11,46,46,1,2
563,2,563,11,42,42,0,2
564,101,564,0,43,43,4,2
565,86,565,14,41,41,4,2
566,43,566,3,49,49,2,2
567,66,567,18,43,43,3,2
568,124,568,5,45,45,6,2
569,6,569,19,47,47,5,2
570,165,570,3,50,50,2,2
571,106,571,19,47,47,2,2
572,146,572,20,43,43,1,2
573,4,573,19,44,44,0,2
574,15,574,2,41,41,4,2
575,177,575,2,42,42,2,2
576,90,576,15,48,48,4,2
577,148,577,1,48,48,1,2
578,35,578,1,41,41,2,2
579,151,579,23,41,41,3,2
580,32,580,20,47,47,3,2
581,35,581,8,39,39,3,2
582,66,582,21,50,50,0,2
583,70,583,7,45,45,4,2
584,101,584,12,46,46,2,2
585,144,585,7,47,47,5,2
586,102,586,0,42,42,6,2
587,44,587,20,45,45,0,2
588,156,588,1,46,46,1,2
589,22,589,15,44,44,2,2
590,59,590,20,49,49,0,2
591,124,591,13,45,45,0,2
592,1,592,17,40,40,6,2
593,45,593,0,44,44,4,2
594,135,594,13,43,43,3,2
595,81,595,8,46,46,1,2
596,128,596,13,40,40,4,2
597,166,597,7,45,45,4,2
598,112,598,4,47,47,1,2
599,175,599,7,43,43,6,2
600,163,600,21,44,44,6,2
601,187,601,7,43,43,2,2
602,57,602,21,47,47,4,2
603,61,603,17,48,48,6,2
604,80,604,22,45,45,0,2
605,126,605,19,47,47,6,2
606,175,606,6,46,46,6,2
607,122,607,17,40,40,4,2
608,57,608,23,51,51,1,2
609,182,609,9,43,43,5,2
610,105,610,13,40,40,2,2
611,86,611,22,39,39,4,2
612,143,612,23,40,40,4,2
613,156,613,3,51,51,3,2
614,186,614,3,49,49,1,2
615,167,615,11,47,47,5,2
616,70,616,6,45,45,6,2
617,165,617,10,48,48,2,2
618,56,618,13,42,42,0,2
619,12,619,15,41,41,2,2
620,18,620,10,45,45,3,2
621,195,621,0,41,41,6,2
622,130,622,2,46,46,0,2
623,165,623,11,50,50,5,2
624,94,624,10,43,43,6,2
625,40,625,16,41,41,5,2
626,130,626,15,47,47,2,2
627,196,627,6,52,52,0,2
628,52,628,23,43,43,0,2
629,79,629,17,52,52,2,2
630,76,630,20,43,43,4,2
631,177,631,6,47,47,1,2
632,76,632,23,50,50,5,2
633,141,633,22,42,42,2,2
634,95,634,2,51,51,5,2
635,42,635,12,52,52,6,2
636,179,636,21,45,45,4,2
637,179,637,11,51,51,3,2
638,188,638,23,43,43,3,2
639,118,639,6,45,45,3,2
640,152,640,17,43,43,4,2
641,21,641,20,48,48,1,2
642,31,642,7,40,40,1,2
643,155,643,4,40,40,5,2
644,131,644,7,39,39,5,2
645,146,645,6,45,45,3,2
646,96,646,22,42,42,6,2
647,45,647,11,45,45,1,2
648,39,648,10,50,50,5,2
649,64,649,19,50,50,4,2
650,109,650,19,46,46,5,2
651,55,651,18,50,50,0,2
652,145,652,0,39,39,4,2
653,184,653,20,45,45,5,2
654,193,654,20,44,44,2,2
655,200,655,6,50,50,1,2
656,13,656,5,48,48,0,2
657,126,657,18,50,50,6,2
658,174,658,1,40,40,2,2
659,100,659,18,43,43,4,2
660,183,660,17,50,50,6,2
661,163,661,7,41,41,6,2
662,89,662,23,46,46,1,2
663,98,663,3,48,48,0,2
664,131,664,10,49,49,6,2
665,42,665,5,45,45,2,2
666,139,666,7,46,46,2,2
667,186,667,14,44,44,4,2
668,10,668,11,43,43,6,2
669,134,669,16,49,49,4,2
670,23,670,9,44,44,6,2
671,65,671,20,40,40,2,2
672,160,672,6,41,41,5,2
673,25,673,11,45,45,2,2
674,68,674,0,49,49,3,2
675,188,675,3,46,46,4,2
676,21,676,2,48,48,5,2
677,35,677,6,48,48,2,2
678,198,678,2,48,48,3,2
679,157,679,6,46,46,6,2
680,168,680,10,41,41,4,2
681,175,681,7,40,40,1,2
682,179,682,16,51,51,0,2
683,20,683,13,50,50,5,2
684,113,684,1,52,52,2,2
685,61,685,18,47,47,0,2
686,97,686,18,45,45,4,2
687,110,687,13,51,51,3,2
688,101,688,8,48,48,0,2
689,42,689,17,50,50,6,2
690,83,690,0,41,41,0,2
691,112,691,18,51,51,0,2
692,32,692,21,51,51,2,2
693,159,693,11,47,47,2,2
694,124,694,21,47,47,0,2
695,54,695,0,47,47,1,2
696,30,696,11,45,45,5,2
697,110,697,21,42,42,2,2
698,153,698,1,48,48,1,2
699,136,699,16,39,39,5,2
700,104,700,11,48,48,1,2
701,30,701,2,52,52,3,2
702,169,702,22,39,39,3,2
703,75,703,22,40,40,1,2
704,71,704,12,49,49,2,2
705,63,705,2,51,51,6,2
706,96,706,3,51,51,5,2
707,191,707,22,50,50,3,2
708,143,708,15,42,42,2,2
709,1,709,20,48,48,2,2
710,48,710,14,51,51,3,2
711,135,711,11,48,48,0,2
712,112,712,6,44,44,0,2
713,148,713,15,40,40,2,2
714,5,714,6,48,48,2,2
715,7,715,5,40,40,2,2
716,160,716,8,47,47,2,2
717,155,717,7,42,42,4,2
718,62,718,5,39,39,4,2
719,66,719,7,43,43,5,2
720,52,720,6,40,40,4,2
721,44,721,23,46,46,0,2
722,72,722,2,45,45,6,2
723,37,723,6,48,48,2,2
724,138,724,5,46,46,1,2
725,51,725,1,40,40,0,2
726,69,726,2,49,49,0,2
727,79,727,8,40,40,0,2
728,149,728,11,42,42,6,2
729,193,729,13,51,51,1,2
730,64,730,19,42,42,6,2
731,174,731,16,45,45,6,2
732,114,732,20,46,46,5,2
733,43,733,4,47,47,0,2
734,139,734,9,46,46,4,2
735,91,735,13,42,42,1,2
736,125,736,21,42,42,5,2
737,107,737,18,45,45,6,2
738,31,738,17,51,51,3,2
739,196,739,20,48,48,1,2
740,53,740,10,44,44,6,2
741,146,741,5,50,50,4,2
742,98,742,23,43,43,2,2
743,52,743,23,50,50,2,2
744,72,744,9,52,52,6,2
745,27,745,22,47,47,4,2
746,6,746,16,41,41,2,2
747,30,747,5,49,49,5,2
748,145,748,7,46,46,3,2
749,191,749,10,47,47,6,2
750,3,750,23,49,49,0,2
751,139,751,0,52,52,1,2
752,75,752,4,40,40,3,2
753,172,753,12,52,52,2,2
754,194,754,18,50,50,6,2
755,185,755,5,51,51,3,2
756,166,756,10,41,41,1,2
757,34,757,18,44,44,4,2
758,19,758,21,46,46,5,2
759,128,759,18,42,42,5,2
760,95,760,13,51,51,5,2
761,146,761,3,41,41,1,2
762,79,762,10,52,52,1,2
763,111,763,19,42,42,1,2
764,128,764,8,46,46,0,2
765,173,765,1,47,47,5,2
766,91,766,2,47,47,6,2
767,194,767,18,40,40,1,2
768,135,768,1,50,50,1,2
769,82,769,10,39,39,4,2
770,0,770,21,45,45,5,2
771,31,771,11,46,46,0,2
772,113,772,18,48,48,0,2
773,183,773,12,50,50,3,2
774,115,774,14,45,45,5,2
775,89,775,2,51,51,6,2
776,78,776,2,48,48,2,2
777,138,777,12,43,43,3,2
778,102,778,12,50,50,1,2
779,86,779,9,39,39,4,2
780,200,780,20,41,41,5,2
781,187,781,18,48,48,1,2
782,174,782,4,49,49,0,2
783,146,783,2,0,0,4,2
784,126,784,2,43,43,5,2
785,28,785,9,39,39,3,2
786,165,786,12,42,42,1,2
787,96,787,8,41,41,4,2
788,97,788,7,50,50,4,2
789,52,789,0,48,48,0,2
790,142,790,1,46,46,2,2
791,0,791,2,0,0,4,2
792,71,792,2,42,42,5,2
793,162,793,16,41,41,2,2
794,153,794,20,47,47,5,2
795,184,795,21,49,49,1,2
796,189,796,14,48,48,4,2
797,186,797,22,40,40,2,2
798,130,798,21,47,47,0,2
799,50,799,6,44,44,1,2
800,118,800,6,50,50,0,2
801,153,801,4,49,49,4,2
802,132,802,14,43,43,4,2
803,104,803,18,47,47,1,2
804,190,804,17,50,50,5,2
805,182,805,20,48,48,6,2
806,78,806,5,50,50,1,2
807,179,807,23,39,39,3,2
808,43,808,15,49,49,3,2
809,115,809,2,40,40,2,2
810,158,810,11,47,47,0,2
811,171,811,8,50,50,0,2
812,135,812,19,48,48,4,2
813,50,813,17,41,41,1,2
814,92,814,0,41,41,5,2
815,134,815,15,42,42,2,2
816,0,816,9,47,47,6,2
817,173,817,13,49,49,3,2
818,99,818,3,48,48,3,2
819,148,819,1,41,41,4,2
820,109,820,14,49,49,6,2
821,103,821,4,42,42,2,2
822,86,822,12,39,39,5,2
823,159,823,21,49,49,1,2
824,149,824,7,52,52,0,2
825,187,825,22,39,39,4,2
826,179,826,2,41,41,6,2
827,191,827,13,42,42,6,2
828,17,828,14,46,46,2,2
829,126,829,3,51,51,2,2
830,190,830,21,46,46,1,2
831,63,831,3,51,51,2,2
832,163,832,19,44,44,2,2
833,166,833,23,45,45,3,2
834,74,834,16,50,50,0,2
835,161,835,6,45,45,6,2
836,5,836,14,42,42,0,2
837,104,837,7,45,45,1,2
838,184,838,9,51,51,0,2
839,161,839,18,44,44,0,2
840,39,840,23,52,52,2,2
841,162,841,7,49,49,1,2
842,199,842,20,43,43,4,2
843,101,843,9,44,44,1,2
844,200,844,6,47,47,0,2
845,69,845,16,48,48,6,2
846,45,846,10,44,44,4,2
847,196,847,7,46,46,0,2
848,18,848,6,45,45,6,2
849,198,849,10,50,50,6,2
850,154,850,0,48,48,0,2
851,2,851,14,42,42,4,2
852,89,852,4,44,44,3,2
853,67,853,4,43,43,5,2
854,181,854,19,39,39,4,2
855,105,855,9,47,47,1,2
856,175,856,5,45,45,6,2
857,139,857,7,51,51,0,2
858,77,858,4,43,43,5,2
859,38,859,22,41,41,0,2
860,118,860,16,50,50,1,2
861,66,861,14,47,47,3,2
862,124,862,17,50,50,3,2
863,43,863,23,44,44,0,2
864,119,864,7,49,49,5,2
865,130,865,17,46,46,3,2
866,11,866,12,42,42,1,2
867,69,867,15,51,51,1,2
868,130,868,13,51,51,6,2
869,25,869,1,43,43,2,2
